timestamp,temperature,tds,depth
1742635428.5250008,-127.0,1213.92,60.82
1742635429.5409415,-127.0,1219.69,71.18
1742635430.5569506,-127.0,1213.92,58.83
1742635431.5681307,-127.0,1213.92,69.79
1742635432.5840654,-127.0,1213.92,58.43
1742635433.5962677,-127.0,1213.92,60.62
1742635434.6113074,-127.0,1219.69,69.59
1742635435.6271925,-127.0,1219.69,58.63
1742635436.6394427,-127.0,1219.69,71.18
1742635437.654199,-127.0,1219.69,58.43
1742635438.666659,-127.0,1219.69,60.62
1742635439.6825902,-127.0,1219.69,69.79
1742635440.6973495,-127.0,1219.69,58.63
1742635441.709924,-127.0,1219.69,69.99
1742635442.7219038,-127.0,1219.69,58.63
1742635443.7369883,-127.0,1225.49,60.42
1742635444.753118,-127.0,1225.49,72.78
1742635445.7688515,-127.0,1225.49,58.63
1742635446.7803497,-127.0,1225.49,63.81
1742635447.7959607,-127.0,1225.49,64.21
1742635448.8083699,-127.0,1225.49,59.03
1742635449.823407,-127.0,1225.49,73.57
1742635450.8393176,-127.0,1225.49,58.63
1742635451.8516297,-127.0,1225.49,60.62
1742635452.8665462,-127.0,1231.31,71.18
1742635453.8787215,-127.0,1231.31,59.03
1742635454.8947878,-127.0,1231.31,73.17
1742635455.9098997,-127.0,1231.31,59.62
1742635456.9219985,-127.0,1225.49,59.82
1742635457.9378846,-127.0,1231.31,73.17
1742635458.9491339,-127.0,1231.31,59.03
1742635459.9651997,-127.0,1231.31,68.59
1742635460.9800613,-127.0,1231.31,63.01
1742635461.9923403,-127.0,1213.92,59.82
1742635463.008127,-127.0,1231.31,72.58
1742635464.0194452,-127.0,1213.92,58.63
1742635465.0355906,-127.0,1213.92,70.58
1742635466.0519185,-127.0,1213.92,60.62
1742635467.062641,-127.0,1202.45,60.02
1742635468.074831,-127.0,1213.92,71.98
1742635469.0908525,-127.0,1202.45,58.63
1742635470.106147,-127.0,1202.45,73.57
1742635471.1180432,-127.0,1202.45,58.83
1742635472.1340177,-127.0,1202.45,60.62
1742635473.1450655,-127.0,1213.92,67.2
1742635474.161231,-127.0,1202.45,59.42
1742635475.1770804,-127.0,1202.45,73.97
1742635476.1883836,-127.0,1202.45,58.83
1742635477.2041962,-127.0,1202.45,65.4
1742635478.2164974,-127.0,1202.45,61.62
1742635479.2317853,-127.0,1213.92,60.42
1742635480.247359,-127.0,1213.92,73.17
1742635481.259853,-127.0,1213.92,58.83
1742635482.2748349,-127.0,1213.92,70.58
1742635483.2867794,-127.0,1202.45,58.63
1742635484.3027198,-127.0,1213.92,60.82
1742635485.3140848,-127.0,1213.92,70.98
1742635486.330136,-127.0,1213.92,58.83
1742635487.3422112,-127.0,1243.03,74.17
1742635488.3572664,-127.0,1213.92,58.83
1742635489.3732183,-127.0,1243.03,62.01
1742635490.38805,-127.0,1243.03,68.99
1742635491.4005284,-127.0,1243.03,59.03
1742635492.4125173,-127.0,1290.94,74.17
1742635493.4287004,-127.0,1243.03,59.03
1742635494.4437313,-127.0,1290.94,64.01
1742635495.4594548,-127.0,1272.78,67.4
1742635496.4718652,-127.0,1272.78,59.03
1742635497.486578,-127.0,1297.04,73.77
1742635498.4990253,-127.0,1272.78,58.63
1742635499.514205,-127.0,1297.04,65.4
1742635500.529971,-127.0,1272.78,65.4
1742635501.5422225,-127.0,1272.78,58.83
1742635502.5570822,-127.0,1272.78,73.77
1742635503.5693474,-127.0,1248.93,59.03
1742635504.5854485,-127.0,1303.17,66.2
1742635505.600237,-127.0,1260.8,66.4
1742635506.6126204,-127.0,1260.8,59.42
1742635507.6282706,-127.0,1260.8,73.77
1742635508.6410522,-127.0,1260.8,58.83
1742635509.6558304,-127.0,1303.17,66.0
1742635510.668007,-127.0,1260.8,65.6
1742635511.6830406,-127.0,1260.8,59.22
1742635512.6949608,-127.0,1260.8,73.17
1742635513.7110128,-127.0,1260.8,58.83
1742635514.726092,-127.0,1260.8,66.4
1742635515.7384026,-127.0,1237.16,65.8
1742635516.754151,-127.0,1237.16,59.22
1742635517.7654037,-127.0,1237.16,72.98
1742635518.7814739,-127.0,1237.16,58.83
1742635519.7989616,-127.0,1237.16,66.0
1742635520.8086567,-127.0,1231.31,65.4
1742635521.8247898,-127.0,1231.31,58.83
1742635522.8358455,-127.0,1231.31,72.98
1742635523.8521798,-127.0,1231.31,58.63
1742635524.8638098,-127.0,1231.31,63.61
1742635525.8798664,-127.0,1231.31,67.79
1742635526.8911045,-127.0,1231.31,58.63
1742635527.9089053,-127.0,1231.31,73.57
1742635528.9220798,-127.0,1231.31,58.03
1742635529.9343426,-127.0,1231.31,60.62
1742635530.9513285,-127.0,1237.16,70.58
1742635531.9614546,-127.0,1237.16,58.03
1742635532.9776194,-127.0,1237.16,72.98
1742635533.9934413,-127.0,1237.16,58.43
1742635535.0048537,-127.0,1231.31,59.42
1742635536.024244,-127.0,1231.31,72.38
1742635537.0328221,-127.0,1231.31,57.83
1742635538.0479264,-127.0,1231.31,69.59
1742635539.0640185,-127.0,1231.31,62.21
1742635540.0800962,-127.0,1225.49,58.63
1742635541.0911856,-127.0,1225.49,73.17
1742635542.1100223,-127.0,1225.49,58.43
1742635543.119273,-127.0,1225.49,63.61
1742635544.1344447,-127.0,1254.85,67.2
1742635545.1510787,-127.0,1225.49,58.03
1742635546.1624773,-127.0,1248.93,71.38
1742635547.1773171,-127.0,1248.93,58.83
1742635548.1894884,-127.0,1248.93,60.62
1742635549.2057912,-127.0,1284.86,72.38
1742635550.2205274,-127.0,1248.93,59.03
1742635551.2328439,-127.0,1284.86,69.19
1742635552.2447908,-127.0,1284.86,59.42
1742635553.2600498,-127.0,1248.93,60.42
1742635554.2760687,-127.0,1284.86,72.78
1742635555.2881126,-127.0,1248.93,58.63
1742652140.7231095,-127.0,0.0,89.32
1742652141.7379694,-127.0,0.0,74.17
1742652142.750579,-127.0,0.0,67.4
1742652143.7664819,-127.0,0.0,71.58
1742652144.7779763,-127.0,0.0,66.0
1742652145.7941163,-127.0,0.0,70.19
1742652146.8100495,-127.0,0.0,65.6
1742652147.8214164,-127.0,0.0,65.0
1742652148.8375027,-127.0,0.0,69.39
1742652149.8498018,-127.0,0.0,65.2
1742652150.864921,-127.0,0.0,70.98
1742652151.8810847,-127.0,0.0,65.8
1742652152.8970046,-127.0,0.0,68.19
1742652154.1663349,-127.0,0.0,65.8
1742652155.1826124,-127.0,0.0,65.0
1742652156.1987271,-127.0,468.99,70.58
1742652157.213703,-127.0,1340.51,65.8
1742652158.2261078,-127.0,1346.82,71.18
1742652159.2421434,-127.0,1346.82,65.6
1742652160.253455,-127.0,1346.82,67.59
1742652161.269554,-127.0,1353.17,67.2
1742652162.2855175,-127.0,1353.17,65.8
1742652163.296715,-127.0,1353.17,71.58
1742652164.3129299,-127.0,1353.17,63.01
1742652165.325182,-127.0,1353.17,78.16
1742652166.3401058,-127.0,1353.17,66.4
1742652167.3561556,-127.0,1359.54,67.4
1742652168.3684955,-127.0,1365.93,68.19
1742652169.383389,-127.0,1365.93,65.2
1742652170.3957422,-127.0,1378.81,70.78
1742652171.410708,-127.0,1378.81,65.4
1742652172.4230025,-127.0,1378.81,69.59
1742652173.439109,-127.0,1365.93,66.0
1742652174.4551258,-127.0,1359.54,65.2
1742652175.4583287,-127.0,1359.54,65.0
1742652176.474521,-127.0,1359.54,68.79
1742652177.4896145,-127.0,1365.93,68.79
1742652178.505728,-127.0,1365.93,65.4
1742652179.51785,-127.0,1365.93,70.38
1742652180.5328293,-127.0,1365.93,65.2
1742652181.5487478,-127.0,1365.93,68.39
1742652182.5648048,-127.0,1372.36,67.99
1742652183.5763388,-127.0,1365.93,64.8
1742652184.5884237,-127.0,1372.36,70.58
1742652185.6045346,-127.0,1372.36,65.0
1742652186.6196432,-127.0,1372.36,66.6
1742652187.6357648,-127.0,1385.29,67.99
1742652188.6479616,-127.0,1372.36,65.4
1742652189.6629176,-127.0,1385.29,69.59
1742652190.6787138,-127.0,1372.36,65.8
1742652191.6911008,-127.0,1372.36,65.6
1742652192.7063417,-127.0,1385.29,70.19
1742652193.7224538,-127.0,1372.36,65.8
1742652194.7345736,-127.0,1385.29,66.0
1742652195.7495325,-127.0,1372.36,67.2
1742652196.7653954,-127.0,1372.36,65.6
1742652197.7778687,-127.0,1372.36,69.99
1742652198.7928925,-127.0,1365.93,65.6
1742652199.8050568,-127.0,1372.36,65.4
1742652200.8210535,-127.0,1372.36,68.99
1742652201.8359485,-127.0,1372.36,65.4
1742652202.8483229,-127.0,1372.36,69.39
1742652203.8643482,-127.0,1372.36,65.8
1742652204.875651,-127.0,1372.36,65.4
1742652205.891486,-127.0,1378.81,69.59
1742652206.9038222,-127.0,1372.36,65.4
1742652207.9189074,-127.0,1372.36,68.59
1742652208.9346974,-127.0,1372.36,66.4
1742652209.9471588,-127.0,1365.93,65.4
1742652210.9618063,-127.0,1372.36,69.79
1742652211.974196,-127.0,1365.93,65.4
1742652212.9895146,-127.0,1365.93,68.39
1742652214.001469,-127.0,1365.93,66.6
1742652215.0176332,-127.0,1359.54,65.2
1742652216.0287383,-127.0,1365.93,69.79
1742652217.0448067,-127.0,1359.54,65.4
1742652218.0608108,-127.0,1359.54,68.39
1742652219.0720248,-127.0,1359.54,66.2
1742652220.08785,-127.0,1359.54,65.4
1742652221.1003911,-127.0,1359.54,69.59
1742652222.1152658,-127.0,1359.54,65.0
1742652223.1310856,-127.0,1359.54,68.99
1742652224.1435788,-127.0,1359.54,65.4
1742652225.1581693,-127.0,1359.54,65.2
1742652226.170687,-127.0,1359.54,68.19
1742652227.1865442,-127.0,1359.54,65.0
1742652228.197842,-127.0,1359.54,69.39
1742652229.2139907,-127.0,1359.54,65.4
1742652230.2260573,-127.0,1359.54,65.4
1742652231.2411234,-127.0,1359.54,67.4
1742652232.2571034,-127.0,1359.54,65.0
1742652233.272031,-127.0,1359.54,69.39
1742652234.2842898,-127.0,1359.54,65.4
1742652235.2965002,-127.0,1359.54,65.0
1742652236.3125272,-127.0,1359.54,68.39
1742652237.3276954,-127.0,1359.54,65.0
1742652238.3434649,-127.0,1359.54,68.59
1742652239.355905,-127.0,1359.54,65.8
1742652240.370586,-127.0,1359.54,65.0
1742652241.3835244,-127.0,1359.54,69.39
1742652242.399124,-127.0,1359.54,64.8
1742652243.4139152,-127.0,1359.54,66.8
1742652244.4263425,-127.0,1365.93,67.2
1742652245.441127,-127.0,1365.93,64.8
1742652246.4535654,-127.0,1365.93,69.19
1742652247.4696388,-127.0,1365.93,65.0
1742652248.484301,-127.0,1365.93,65.0
1742652249.4967895,-127.0,1372.36,67.59
1742652250.508933,-127.0,1372.36,64.8
1742652251.524047,-127.0,1372.36,69.39
1742652252.540028,-127.0,1372.36,65.2
1742652253.5522218,-127.0,1372.36,64.8
1742652254.5670707,-127.0,1378.81,67.4
1742652255.57935,-127.0,1378.81,64.8
1742652256.5954182,-127.0,1378.81,69.19
1742652257.6103044,-127.0,1378.81,65.0
1742652258.6226444,-127.0,1378.81,65.4
1742652259.638422,-127.0,1378.81,66.8
1742652260.6498346,-127.0,1372.36,65.0
1742652261.6657882,-127.0,1372.36,69.59
1742652262.6816037,-127.0,1372.36,65.0
1742652263.69314,-127.0,1372.36,66.8
1742652264.7052464,-127.0,1372.36,65.4
1742652265.7212317,-127.0,1372.36,64.8
1742652266.736051,-127.0,1372.36,68.59
1742652267.7484686,-127.0,1372.36,64.61
1742652268.7644012,-127.0,1372.36,68.99
1742652269.7756503,-127.0,1372.36,65.0
1742652270.7917476,-127.0,1385.29,66.2
1742652271.8038328,-127.0,1372.36,65.4
1742652272.8189645,-127.0,1372.36,64.61
1742652273.8346698,-127.0,1372.36,69.19
1742652274.847113,-127.0,1353.17,64.61
1742652275.8620327,-127.0,1378.81,69.19
1742652276.8778768,-127.0,1353.17,64.61
1742652277.8904202,-127.0,1378.81,64.61
1742652278.905192,-127.0,1378.81,68.19
1742652279.917574,-127.0,1353.17,64.61
1742652280.9336371,-127.0,1378.81,69.39
1742652281.948388,-127.0,1353.17,64.61
1742652282.9608204,-127.0,1378.81,66.8
1742652283.9757752,-127.0,1353.17,66.0
1742652284.9880035,-127.0,1340.51,64.41
1742652286.0039535,-127.0,1353.17,69.19
1742652287.01889,-127.0,1340.51,64.41
1742652288.0312026,-127.0,1353.17,68.39
1742652289.0472693,-127.0,1340.51,65.0
1742652290.0583997,-127.0,1340.51,64.41
1742652291.0745683,-127.0,1340.51,68.79
1742652292.0904167,-127.0,1340.51,64.41
1742652293.1017487,-127.0,1340.51,68.79
1742652294.117527,-127.0,1340.51,64.61
1742652295.1298692,-127.0,1340.51,65.0
1742652296.144874,-127.0,1340.51,66.2
1742652297.1606948,-127.0,1340.51,63.81
1742652298.1731157,-127.0,1340.51,69.79
1742652299.1878607,-127.0,1340.51,63.81
1742652300.2003615,-127.0,1340.51,68.39
1742652301.2161388,-127.0,1334.22,64.61
1742652302.2312868,-127.0,1334.22,65.0
1742652303.2436087,-127.0,1346.82,69.19
1742652304.259595,-127.0,1334.22,64.41
1742652305.2668052,-127.0,1346.82,68.39
1742652306.3196979,-127.0,1346.82,65.6
1742652307.5197139,-127.0,1372.36,68.99
1742652308.52714,-127.0,1346.82,64.21
1742652309.5430815,-127.0,1346.82,69.19
1742652310.5589921,-127.0,1346.82,64.61
1742652311.5741675,-127.0,1334.22,64.21
1742652312.586395,-127.0,1346.82,69.19
1742652313.6023893,-127.0,1334.22,64.21
1742652314.6173265,-127.0,1346.82,68.39
1742652315.629566,-127.0,1346.82,64.41
1742652316.6457355,-127.0,1346.82,66.4
1742652317.6606143,-127.0,1346.82,65.0
1742652318.6729817,-127.0,1334.22,64.01
1742652319.6721127,-127.0,1346.82,65.6
1742652321.4871821,-127.0,1346.82,64.01
1742652322.7852738,-127.0,1334.22,63.61
1742652323.8002462,-127.0,1346.82,67.0
1742652324.8126087,-127.0,1334.22,63.61
1742652325.8284936,-127.0,1346.82,69.59
1742652326.839711,-127.0,1334.22,63.81
1742652327.855585,-127.0,1340.51,69.59
1742652328.8678882,-127.0,1340.51,64.01
1742652329.8830435,-127.0,1340.51,68.39
1742652330.8987348,-127.0,1340.51,64.21
1742652331.9113548,-127.0,1340.51,65.2
1742652332.9222162,-127.0,1340.51,63.61
1742652333.9381685,-127.0,1353.17,67.2
1742652335.748478,-127.0,1334.22,63.61
1742652336.7645366,-127.0,1353.17,69.59
1742652337.7803845,-127.0,1334.22,63.41
1742652338.7916913,-127.0,1334.22,67.4
1742652339.807798,-127.0,1327.96,64.01
1742652340.8198102,-127.0,1334.22,64.41
1742652341.8348505,-127.0,1327.96,63.41
1742652342.8470714,-127.0,1334.22,63.61
1742652343.8631833,-127.0,1334.22,66.0
1742652344.877993,-127.0,1327.96,63.41
1742652345.89054,-127.0,1334.22,68.39
1742652346.9051223,-127.0,1327.96,63.61
1742652347.9174602,-127.0,1334.22,68.79
1742652348.933647,-127.0,1327.96,63.41
1742652349.948265,-127.0,1327.96,69.99
1742652350.9608305,-127.0,1327.96,63.81
1742652351.9767523,-127.0,1327.96,69.59
1742652352.9880517,-127.0,1327.96,63.81
1742652354.0040329,-127.0,1346.82,69.19
1742652355.0197458,-127.0,1315.51,64.01
1742652356.0312686,-127.0,1359.54,67.59
1742652357.0473905,-127.0,1321.72,64.21
1742652358.0594225,-127.0,1359.54,66.6
1742652359.0745735,-127.0,1321.72,64.41
1742652360.0903175,-127.0,1359.54,64.01
1742652361.102686,-127.0,1327.96,64.41
1742652362.1177163,-127.0,1359.54,64.8
1742652363.1334953,-127.0,1327.96,65.0
1742652364.1459966,-127.0,1327.96,64.01
1742652365.160848,-127.0,1327.96,67.2
1742652366.1731513,-127.0,1327.96,64.01
1742652367.1892254,-127.0,1327.96,66.6
1742652368.2040544,-127.0,1327.96,63.41
1742652369.2163868,-127.0,1327.96,69.79
1742652370.2322803,-127.0,1327.96,63.01
1742652371.2436075,-127.0,1327.96,70.78
1742652372.2596886,-127.0,1327.96,63.41
1742652373.275621,-127.0,1327.96,70.38
1742652374.286834,-127.0,1327.96,57.03
1742652375.302662,-127.0,1340.51,70.19
1742652376.3150394,-127.0,1327.96,63.41
1742652377.3299935,-127.0,1340.51,69.39
1742652378.345801,-127.0,1327.96,63.81
1742652379.3582265,-127.0,1340.51,69.99
1742652380.369383,-127.0,1327.96,63.61
1742652381.3853557,-127.0,1340.51,69.59
1742652382.4003565,-127.0,1327.96,63.61
1742652383.4126296,-127.0,1340.51,69.59
1742652384.4286535,-127.0,1327.96,63.61
1742652385.4399457,-127.0,1340.51,69.79
1742652386.4557786,-127.0,1327.96,63.41
1742652387.4680717,-127.0,1340.51,69.59
1742652388.483214,-127.0,1327.96,63.81
1742652389.4989102,-127.0,1340.51,69.19
1742652390.511381,-127.0,1327.96,64.01
1742652391.5260265,-127.0,1340.51,69.19
1742652392.5383248,-127.0,1327.96,64.01
1742652393.554553,-127.0,1340.51,68.79
1742652394.5656135,-127.0,1334.22,64.21
1742652395.5817742,-127.0,1334.22,66.8
1742652396.5975645,-127.0,1334.22,64.21
1742652397.6088705,-127.0,1372.36,64.8
1742652398.6250024,-127.0,1391.79,66.4
1742652399.6409688,-127.0,1340.51,63.81
1742652400.6521542,-127.0,1391.79,68.59
1742652401.667983,-127.0,1340.51,63.81
1742652402.6803424,-127.0,1391.79,68.79
1742652403.695312,-127.0,1340.51,63.81
1742652404.7112496,-127.0,1391.79,68.79
1742652405.7236145,-127.0,1340.51,64.21
1742652406.7386215,-127.0,1391.79,68.59
1742652407.754403,-127.0,1340.51,64.21
1742652408.766937,-127.0,1391.79,67.2
1742652409.7817712,-127.0,1340.51,64.41
1742652410.7941139,-127.0,1391.79,66.0
1742652411.8101425,-127.0,1340.51,64.01
1742652412.8249657,-127.0,1385.29,64.61
1742652413.8373125,-127.0,1346.82,65.6
1742652414.8532763,-127.0,1346.82,64.01
1742652415.864412,-127.0,1346.82,66.6
1742652416.8806095,-127.0,1346.82,64.01
1742652417.8964293,-127.0,1346.82,67.79
1742652418.907738,-127.0,1346.82,63.81
1742652419.9239056,-127.0,1346.82,68.79
1742652420.9386966,-127.0,1346.82,63.81
1742652421.951089,-127.0,1346.82,68.79
1742652422.9671173,-127.0,1346.82,64.21
1742652423.9832633,-127.0,1346.82,67.4
1742652424.9980667,-127.0,1346.82,64.41
1742652426.0102763,-127.0,1346.82,65.0
1742652427.0252728,-127.0,1346.82,64.01
1742652428.0375516,-127.0,1346.82,66.4
1742652429.053692,-127.0,1327.96,63.61
1742652430.068379,-127.0,1353.17,63.41
1742652431.0808084,-127.0,1327.96,63.61
1742652432.0966964,-127.0,1353.17,65.0
1742652433.108188,-127.0,1327.96,64.01
1742652434.1240964,-127.0,1334.22,63.21
1742652435.139804,-127.0,1334.22,66.4
1742652436.1513708,-127.0,1334.22,63.41
1742652437.1672556,-127.0,1327.96,65.4
1742652438.1830435,-127.0,1327.96,63.21
1742652439.19476,-127.0,1327.96,68.39
1742652440.2104573,-127.0,1327.96,63.01
1742652441.2227027,-127.0,1327.96,69.39
1742652442.2377903,-127.0,1327.96,63.21
1742652443.2535596,-127.0,1327.96,68.39
1742652444.2659364,-127.0,1327.96,63.81
1742652445.2810142,-127.0,1327.96,68.39
1742652446.2931645,-127.0,1327.96,63.81
1742652447.309222,-127.0,1327.96,68.79
1742652448.3241138,-127.0,1321.72,63.81
1742652449.3364825,-127.0,1327.96,65.8
1742652450.3524618,-127.0,1321.72,64.61
1742652451.3636432,-127.0,1327.96,63.61
1742652452.3796237,-127.0,1327.96,66.0
1742652453.3955865,-127.0,1327.96,63.41
1742652454.4068916,-127.0,1327.96,68.79
1742652455.4230134,-127.0,1327.96,63.81
1742652456.4350638,-127.0,1327.96,68.59
1742652457.4501505,-127.0,1327.96,63.81
1742652458.466264,-127.0,1327.96,64.61
1742652459.4819498,-127.0,1334.22,66.6
1742652460.493419,-127.0,1327.96,63.61
1742652461.5055249,-127.0,1334.22,68.99
1742652462.5215719,-127.0,1327.96,63.61
1742652463.5367122,-127.0,1334.22,67.79
1742652464.548823,-127.0,1327.96,63.81
1742652465.5647168,-127.0,1327.96,63.41
1742652466.5759718,-127.0,1340.51,66.6
1742652467.5920503,-127.0,1340.51,63.41
1742652468.607956,-127.0,1346.82,68.79
1742652469.6192443,-127.0,1340.51,63.61
1742652470.635078,-127.0,1346.82,67.4
1742652471.6473641,-127.0,1340.51,63.61
1742652472.6623886,-127.0,1346.82,64.01
1742652473.6782277,-127.0,1346.82,66.6
1742652474.6906002,-127.0,1346.82,63.21
1742652475.7054293,-127.0,1346.82,69.19
1742652476.7179592,-127.0,1346.82,63.21
1742652477.7326696,-127.0,1346.82,68.99
1742652478.7450154,-127.0,1346.82,63.61
1742652479.7611182,-127.0,1346.82,63.61
1742652480.7722802,-127.0,1346.82,64.8
1742652481.7881467,-127.0,1340.51,63.41
1742652482.8040302,-127.0,1353.17,67.4
1742652483.8155093,-127.0,1353.17,63.21
1742652484.8312874,-127.0,1353.17,68.99
1742652485.8436675,-127.0,1353.17,63.41
1742652486.8587167,-127.0,1353.17,67.99
1742652487.87084,-127.0,1353.17,63.41
1742652488.8869283,-127.0,1353.17,63.81
1742652489.901641,-127.0,1346.82,66.4
1742652490.913854,-127.0,1346.82,63.21
1742652491.9295256,-127.0,1346.82,68.59
1742652492.940602,-127.0,1346.82,63.21
1742652493.956558,-127.0,1346.82,68.59
1742652494.972064,-127.0,1346.82,63.41
1742652495.9832363,-127.0,1353.17,64.8
1742652496.9989746,-127.0,1334.22,64.01
1742652498.0136898,-127.0,1327.96,63.21
1742652499.0260158,-127.0,1327.96,68.79
1742652500.04164,-127.0,1327.96,63.41
1742652501.0536554,-127.0,1327.96,68.39
1742652502.0685456,-127.0,1327.96,63.41
1742652503.0840468,-127.0,1327.96,64.8
1742652504.0962913,-127.0,1321.72,65.6
1742652505.1110544,-127.0,1321.72,63.01
1742652506.1230156,-127.0,1321.72,68.99
1742652507.1390095,-127.0,1321.72,63.21
1742652508.1536689,-127.0,1321.72,68.59
1742652509.1657395,-127.0,1321.72,63.61
1742652510.1804724,-127.0,1321.72,63.41
1742652511.1925945,-127.0,1334.22,66.0
1742652512.2083163,-127.0,1334.22,63.21
1742652513.2229178,-127.0,1334.22,68.99
1742652514.235272,-127.0,1334.22,63.21
1742652515.2471123,-127.0,1334.22,66.8
1742652516.2621195,-127.0,1334.22,63.41
1742652517.277723,-127.0,1334.22,63.21
1742652518.2897751,-127.0,1346.82,67.99
1742652519.3046784,-127.0,1334.22,63.01
1742652520.3167071,-127.0,1334.22,68.79
1742652521.3330166,-127.0,1334.22,63.21
1742652522.3434997,-127.0,1334.22,66.6
1742652523.3594172,-127.0,1334.22,64.21
1742652524.3751602,-127.0,1315.51,63.01
1742652525.3862274,-127.0,1334.22,68.59
1742652526.4018044,-127.0,1315.51,63.01
1742652527.4140596,-127.0,1334.22,68.79
1742652528.4290001,-127.0,1334.22,63.41
1742652529.440983,-127.0,1334.22,63.61
1742652530.4567952,-127.0,1334.22,65.0
1742652531.4596643,-127.0,1334.22,66.8
1742652532.462808,-127.0,1346.82,68.79
1742652533.4706535,-127.0,1346.82,68.99
1742652534.486683,-127.0,1346.82,63.81
1742652535.5012426,-127.0,1346.82,62.81
1742652537.3151293,-127.0,1321.72,64.21
1742652538.3272612,-127.0,1321.72,62.81
1742652539.3432052,-127.0,1321.72,68.99
1742652540.3551369,-127.0,1321.72,62.61
1742652541.3700821,-127.0,1321.72,69.59
1742652542.3856091,-127.0,1309.33,62.61
1742652543.3981576,-127.0,1334.22,68.19
1742652544.4128528,-127.0,1309.33,63.01
1742652545.428355,-127.0,1315.51,62.81
1742652546.440754,-127.0,1315.51,66.0
1742652547.4516752,-127.0,1315.51,62.81
1742652548.4676116,-127.0,1315.51,68.79
1742652550.2814677,-127.0,1309.33,63.01
1742652551.2934306,-127.0,1315.51,69.19
1742652552.3084002,-127.0,1309.33,62.61
1742652553.32398,-127.0,1315.51,69.39
1742652554.336249,-127.0,1309.33,62.81
1742652555.3510418,-127.0,1315.51,64.61
1742652556.3631206,-127.0,1315.51,64.01
1742652557.378819,-127.0,1309.33,62.61
1742652558.3900456,-127.0,1315.51,67.99
1742652559.4059765,-127.0,1309.33,62.61
1742652560.4215846,-127.0,1315.51,68.99
1742652561.4329944,-127.0,1309.33,63.01
1742652562.4487112,-127.0,1315.51,64.8
1742652563.4609408,-127.0,1315.51,66.0
1742652564.4758065,-127.0,1303.17,62.41
1742652565.4914064,-127.0,1303.17,69.19
1742652566.5036926,-127.0,1297.04,62.81
1742652567.5186226,-127.0,1309.33,65.6
1742652568.5342288,-127.0,1327.96,65.8
1742652569.5465639,-127.0,1327.96,62.61
1742652570.5612936,-127.0,1327.96,68.39
1742652571.573424,-127.0,1327.96,63.41
1742652572.589431,-127.0,1327.96,63.21
1742652573.6043832,-127.0,1334.22,67.59
1742652574.6200273,-127.0,1327.96,63.21
1742652575.6323144,-127.0,1334.22,66.8
1742652576.6468754,-127.0,1334.22,63.41
1742652577.6592002,-127.0,1321.72,62.81
1742652579.4732127,-127.0,1334.22,65.8
1742652580.4850798,-127.0,1321.72,63.41
1742652581.5011148,-127.0,1334.22,69.39
1742652582.5158203,-127.0,1321.72,62.81
1742652583.528073,-127.0,1334.22,65.4
1742652584.5438907,-127.0,1327.96,65.8
1742652585.555015,-127.0,1327.96,62.61
1742652586.570856,-127.0,1327.96,69.39
1742653030.7230716,-127.0,0.0,93.9
1742653031.7256124,-127.0,0.0,74.77
1742653033.6191173,-127.0,0.0,64.01
1742653034.6349652,-127.0,0.0,67.99
1742653035.646211,-127.0,0.0,63.41
